Age_Group,State,Year,Deaths,Population,KFF_opioid_deaths,%_opioid_deaths
25-34,Colorado,2009,690,715247,96.0,13.91304347826087
25-34,Colorado,2010,661,726278,64.0,9.68229954614221
25-34,Colorado,2011,717,746007,92.0,12.831241283124129
25-34,Colorado,2012,781,761670,99.0,12.676056338028168
25-34,Colorado,2013,754,779686,88.0,11.671087533156498
25-34,Colorado,2014,815,798927,141.0,17.300613496932517
25-34,Colorado,2015,898,823332,148.0,16.481069042316257
25-34,Colorado,2016,984,842409,143.0,14.532520325203253
25-34,Colorado,2017,1052,870662,173.0,16.44486692015209
25-34,Colorado,2018,1041,894422,159.0,15.273775216138327
25-34,Connecticut,2009,358,415315,54.0,15.083798882681565
25-34,Connecticut,2010,351,420377,38.0,10.826210826210826
25-34,Connecticut,2011,363,427931,53.0,14.600550964187327
25-34,Connecticut,2012,387,434550,50.0,12.919896640826872
25-34,Connecticut,2013,436,439593,113.0,25.91743119266055
25-34,Connecticut,2014,396,441312,127.0,32.07070707070707
25-34,Connecticut,2015,476,441550,168.0,35.294117647058826
25-34,Connecticut,2016,546,442021,225.0,41.208791208791204
25-34,Connecticut,2017,590,444198,261.0,44.237288135593225
25-34,Connecticut,2018,555,445390,220.0,39.63963963963964
25-34,Delaware,2009,136,110691,17.0,12.5
25-34,Delaware,2011,137,114307,33.0,24.087591240875913
25-34,Delaware,2012,169,116298,21.0,12.42603550295858
25-34,Delaware,2015,180,125941,43.0,23.88888888888889
25-34,Delaware,2016,204,127501,54.0,26.47058823529412
25-34,Delaware,2017,213,129278,65.0,30.51643192488263
25-34,Delaware,2018,235,129063,102.0,43.40425531914894
25-34,District of Columbia,2018,155,164087,16.0,10.32258064516129
25-34,Florida,2009,2842,2268725,356.0,12.526389866291343
25-34,Florida,2010,2835,2289545,409.0,14.426807760141095
25-34,Florida,2011,2755,2343680,393.0,14.264972776769511
25-34,Florida,2012,2688,2401234,275.0,10.230654761904761
25-34,Florida,2013,2660,2456199,270.0,10.150375939849624
25-34,Florida,2014,2869,2532017,358.0,12.478215406064832
25-34,Florida,2015,3214,2614315,475.0,14.77909147479776
25-34,Florida,2016,4001,2683425,815.0,20.36990752311922
25-34,Florida,2017,4100,2742680,947.0,23.097560975609756
25-34,Florida,2018,3921,2788255,898.0,22.902320836521294
25-34,Georgia,2009,1601,1338179,104.0,6.4959400374765774
25-34,Georgia,2010,1486,1335560,107.0,7.2005383580080755
25-34,Georgia,2011,1517,1358528,121.0,7.976268951878708
25-34,Georgia,2012,1549,1366607,123.0,7.940606843124597
25-34,Georgia,2013,1554,1365240,114.0,7.335907335907336
25-34,Georgia,2014,1625,1383437,188.0,11.569230769230769
25-34,Georgia,2015,1771,1402157,252.0,14.229249011857709
25-34,Georgia,2016,1917,1422300,243.0,12.676056338028168
25-34,Georgia,2017,2008,1453326,279.0,13.89442231075697
25-34,Georgia,2018,1930,1473246,220.0,11.398963730569948
25-34,Hawaii,2016,183,207903,10.0,5.46448087431694
25-34,Hawaii,2018,181,203006,11.0,6.077348066298343
25-34,Idaho,2011,168,210502,15.0,8.928571428571429
25-34,Idaho,2015,218,217691,17.0,7.79816513761468
25-34,Idaho,2016,233,221561,29.0,12.446351931330472
25-34,Idaho,2018,240,231382,39.0,16.25
25-34,Illinois,2009,1646,1770469,216.0,13.122721749696234
25-34,Illinois,2010,1709,1775957,219.0,12.814511410181392
25-34,Illinois,2011,1677,1788198,263.0,15.682766845557545
25-34,Illinois,2012,1709,1786326,309.0,18.08074897600936
25-34,Illinois,2013,1718,1784842,286.0,16.647264260768335
25-34,Illinois,2014,1721,1780945,314.0,18.245206275421268
25-34,Illinois,2015,1762,1774341,332.0,18.842224744608398
25-34,Illinois,2016,2161,1774032,511.0,23.646459972235075
25-34,Illinois,2017,2279,1776073,561.0,24.61605967529618
25-34,Illinois,2018,2197,1769781,531.0,24.169321802457898
25-34,Indiana,2009,938,825179,64.0,6.823027718550106
25-34,Indiana,2010,965,827345,88.0,9.119170984455959
25-34,Indiana,2011,1022,834966,97.0,9.49119373776908
25-34,Indiana,2012,1095,836003,97.0,8.858447488584476
25-34,Indiana,2013,1138,842583,106.0,9.314586994727591
25-34,Indiana,2014,1145,845927,128.0,11.179039301310043
25-34,Indiana,2015,1263,850559,172.0,13.618368962787015
25-34,Indiana,2016,1382,859672,257.0,18.596237337192477
25-34,Indiana,2017,1507,868804,367.0,24.35301924353019
25-34,Indiana,2018,1330,877438,328.0,24.661654135338345
25-34,Iowa,2009,334,377041,37.0,11.077844311377245
25-34,Iowa,2010,319,382583,28.0,8.77742946708464
25-34,Iowa,2011,312,388238,38.0,12.179487179487179
25-34,Iowa,2012,341,390200,31.0,9.090909090909092
25-34,Iowa,2013,335,390593,31.0,9.253731343283581
25-34,Iowa,2014,343,392294,28.0,8.16326530612245
25-34,Iowa,2015,354,391509,34.0,9.6045197740113
25-34,Iowa,2016,409,394373,43.0,10.513447432762836
25-34,Iowa,2017,383,395643,41.0,10.704960835509137
25-34,Iowa,2018,410,397715,49.0,11.951219512195122
25-34,Kansas,2009,420,370956,26.0,6.190476190476191
25-34,Kansas,2010,414,377720,18.0,4.3478260869565215
25-34,Kansas,2011,410,383112,29.0,7.073170731707316
25-34,Kansas,2012,407,387451,39.0,9.582309582309582
25-34,Kansas,2013,405,387397,33.0,8.148148148148149
25-34,Kansas,2014,404,387893,40.0,9.900990099009901
25-34,Kansas,2016,450,384606,29.0,6.444444444444445
25-34,Kansas,2017,485,383787,21.0,4.329896907216495
25-34,Kansas,2018,485,382884,38.0,7.835051546391752
25-34,Kentucky,2009,817,564291,98.0,11.995104039167687
25-34,Kentucky,2010,874,566216,149.0,17.048054919908466
25-34,Kentucky,2011,887,569158,155.0,17.474633596392334
25-34,Kentucky,2012,891,567662,151.0,16.947250280583614
25-34,Kentucky,2013,857,564035,155.0,18.08634772462077
25-34,Kentucky,2014,870,565862,175.0,20.114942528735632
25-34,Kentucky,2015,1023,568388,231.0,22.58064516129032
25-34,Kentucky,2016,1047,575311,219.0,20.916905444126073
25-34,Kentucky,2017,1138,580996,303.0,26.62565905096661
25-34,Kentucky,2018,1045,585107,273.0,26.1244019138756
25-34,Louisiana,2009,951,613507,30.0,3.1545741324921135
25-34,Louisiana,2010,1009,628433,31.0,3.072348860257681
25-34,Louisiana,2012,987,652957,51.0,5.167173252279635
25-34,Louisiana,2013,1072,662144,72.0,6.7164179104477615
25-34,Louisiana,2014,1110,669628,73.0,6.576576576576576
25-34,Louisiana,2015,1128,676077,75.0,6.648936170212766
25-34,Louisiana,2016,1187,681658,89.0,7.497893850042122
25-34,Louisiana,2017,1214,679687,112.0,9.225700164744646
25-34,Louisiana,2018,1182,667182,125.0,10.575296108291033
25-34,Maine,2009,140,144182,24.0,17.142857142857142
25-34,Maine,2014,177,152659,52.0,29.37853107344633
25-34,Maine,2015,207,154547,68.0,32.850241545893724
25-34,Maine,2016,228,156994,88.0,38.59649122807017
25-34,Maine,2017,259,158413,115.0,44.4015444015444
25-34,Maine,2018,223,160340,80.0,35.874439461883405
25-34,Maryland,2009,822,750047,125.0,15.206812652068127
25-34,Maryland,2010,795,762042,120.0,15.09433962264151
25-34,Maryland,2011,832,782984,138.0,16.58653846153846
25-34,Maryland,2012,848,802102,157.0,18.514150943396228
25-34,Maryland,2013,921,817751,198.0,21.49837133550489
25-34,Maryland,2014,923,829223,219.0,23.72697724810401
25-34,Maryland,2015,1066,836617,267.0,25.046904315197
25-34,Maryland,2016,1285,834450,463.0,36.03112840466926
25-34,Maryland,2017,1415,837918,534.0,37.73851590106007
25-34,Maryland,2018,1330,834612,511.0,38.421052631578945
25-34,Massachusetts,2009,663,836527,157.0,23.68024132730015
25-34,Massachusetts,2010,663,845141,143.0,21.568627450980394
25-34,Massachusetts,2011,705,868056,181.0,25.673758865248224
25-34,Massachusetts,2012,707,891511,192.0,27.157001414427157
25-34,Massachusetts,2013,781,912797,246.0,31.498079385403326
25-34,Massachusetts,2014,1010,930402,345.0,34.15841584158416
25-34,Massachusetts,2015,1151,943848,494.0,42.919200695047785
25-34,Massachusetts,2016,1274,952329,629.0,49.37205651491366
25-34,Massachusetts,2017,1279,973931,587.0,45.89523064894449
25-34,Massachusetts,2018,1296,992913,630.0,48.61111111111111
25-34,Michigan,2009,1328,1168135,160.0,12.048192771084338
25-34,Michigan,2010,1384,1164149,154.0,11.127167630057803
25-34,Michigan,2011,1393,1169778,174.0,12.49102656137832
25-34,Michigan,2012,1480,1178030,184.0,12.432432432432433
25-34,Michigan,2013,1457,1186081,232.0,15.923129718599863
25-34,Michigan,2014,1556,1201043,258.0,16.580976863753214
25-34,Michigan,2015,1707,1223408,343.0,20.093731693028705
25-34,Michigan,2016,1885,1251709,495.0,26.25994694960212
25-34,Michigan,2017,2057,1269103,572.0,27.807486631016044
25-34,Michigan,2018,1973,1296651,533.0,27.01469842878865
25-34,Minnesota,2009,468,707472,43.0,9.18803418803419
25-34,Minnesota,2010,517,715586,54.0,10.444874274661508
25-34,Minnesota,2011,522,729772,53.0,10.153256704980842
25-34,Minnesota,2012,518,737095,70.0,13.513513513513514
25-34,Minnesota,2013,602,742560,77.0,12.790697674418606
25-34,Minnesota,2014,564,747441,73.0,12.943262411347517
25-34,Minnesota,2015,610,747143,87.0,14.262295081967213
25-34,Minnesota,2016,673,748412,110.0,16.344725111441306
25-34,Minnesota,2017,730,757175,110.0,15.068493150684931
25-34,Minnesota,2018,718,760925,108.0,15.041782729805014
25-34,Mississippi,2011,660,389607,17.0,2.5757575757575757
25-34,Mississippi,2014,657,391730,27.0,4.10958904109589
25-34,Mississippi,2015,677,392986,48.0,7.0901033973412115
25-34,Mississippi,2016,699,394253,44.0,6.294706723891273
25-34,Mississippi,2017,717,393592,44.0,6.136680613668061
25-34,Mississippi,2018,717,394306,41.0,5.718270571827057
25-34,Missouri,2009,1014,767881,139.0,13.708086785009863
25-34,Missouri,2010,1001,775467,168.0,16.783216783216783
25-34,Missouri,2011,1045,787716,156.0,14.928229665071772
25-34,Missouri,2012,1020,791739,147.0,14.411764705882351
25-34,Missouri,2013,993,796990,144.0,14.501510574018129
25-34,Missouri,2014,1052,802552,185.0,17.58555133079848
25-34,Missouri,2015,1146,806767,176.0,15.357766143106458
25-34,Missouri,2016,1291,812868,266.0,20.604182804027886
25-34,Missouri,2017,1320,820863,279.0,21.136363636363637
25-34,Missouri,2018,1438,823505,329.0,22.878998609179416
25-34,Montana,2009,158,120469,15.0,9.49367088607595
25-34,Montana,2010,161,122864,16.0,9.937888198757763
25-34,Montana,2012,182,126267,13.0,7.142857142857142
25-34,Montana,2013,188,127391,12.0,6.382978723404255
25-34,Montana,2015,204,131032,10.0,4.901960784313726
25-34,Montana,2016,200,132974,12.0,6.0
25-34,Montana,2017,229,135024,11.0,4.8034934497816595
25-34,Montana,2018,194,137463,14.0,7.216494845360824
25-34,Nebraska,2011,196,249493,16.0,8.16326530612245
25-34,Nebraska,2012,212,252013,12.0,5.660377358490567
25-34,Nebraska,2014,249,253066,17.0,6.827309236947792
25-34,Nebraska,2016,234,252946,16.0,6.837606837606838
25-34,Nebraska,2018,244,255723,17.0,6.967213114754098
25-34,Nevada,2009,380,388477,61.0,16.05263157894737
25-34,Nevada,2010,395,387286,71.0,17.974683544303797
25-34,Nevada,2011,422,389439,86.0,20.379146919431278
25-34,Nevada,2012,396,392136,71.0,17.929292929292927
25-34,Nevada,2013,467,397182,75.0,16.059957173447536
25-34,Nevada,2014,455,406913,65.0,14.285714285714285
25-34,Nevada,2015,502,418110,81.0,16.135458167330675
25-34,Nevada,2016,507,428127,74.0,14.595660749506903
25-34,Nevada,2017,542,440358,73.0,13.468634686346864
25-34,Nevada,2018,530,445372,79.0,14.90566037735849
25-34,New Hampshire,2009,120,143585,30.0,25.0
25-34,New Hampshire,2011,125,147018,34.0,27.200000000000003
25-34,New Hampshire,2012,142,149324,37.0,26.056338028169012
25-34,New Hampshire,2013,159,151566,35.0,22.0125786163522
25-34,New Hampshire,2014,226,154082,97.0,42.92035398230089
25-34,New Hampshire,2015,249,156230,129.0,51.80722891566265
25-34,New Hampshire,2016,290,160604,151.0,52.06896551724138
25-34,New Hampshire,2017,283,163419,147.0,51.9434628975265
25-34,New Hampshire,2018,259,169075,133.0,51.35135135135135
25-34,New Jersey,2010,936,1109801,71.0,7.585470085470085
25-34,New Jersey,2011,1053,1123344,103.0,9.781576448243115
25-34,New Jersey,2012,1041,1134101,146.0,14.024975984630164
25-34,New Jersey,2013,1155,1140291,180.0,15.584415584415584
25-34,New Jersey,2014,1117,1148422,181.0,16.2041181736795
25-34,New Jersey,2015,1159,1155249,251.0,21.656600517687664
25-34,New Jersey,2016,1511,1162064,429.0,28.391793514228986
25-34,New Jersey,2017,1611,1171073,541.0,33.58162631905648
25-34,New Jersey,2018,1610,1155839,739.0,45.900621118012424
25-34,New Mexico,2009,415,262060,36.0,8.674698795180722
25-34,New Mexico,2010,411,267245,51.0,12.408759124087592
25-34,New Mexico,2011,438,273984,53.0,12.100456621004566
25-34,New Mexico,2012,470,277270,69.0,14.680851063829786
25-34,New Mexico,2013,445,278232,59.0,13.258426966292136
25-34,New Mexico,2014,533,279697,95.0,17.823639774859288
25-34,New Mexico,2015,524,280120,82.0,15.648854961832063
25-34,New Mexico,2016,600,279900,91.0,15.166666666666668
25-34,New Mexico,2017,566,281932,93.0,16.431095406360424
25-34,New Mexico,2018,613,283835,75.0,12.234910277324634
25-34,New York,2009,1962,2635818,197.0,10.040774719673802
25-34,New York,2010,1963,2659337,199.0,10.137544574630668
25-34,New York,2011,2147,2714267,315.0,14.671634839310666
25-34,New York,2012,2121,2757086,363.0,17.114568599717114
25-34,New York,2013,2197,2803717,399.0,18.161128812016386
25-34,New York,2014,2222,2847373,449.0,20.207020702070206
25-34,New York,2015,2444,2879618,593.0,24.263502454991816
25-34,New York,2016,2883,2890773,863.0,29.93409642733264
25-34,New York,2017,2824,2936919,907.0,32.11756373937677
25-34,New York,2018,2686,2878793,829.0,30.86373790022338
25-34,North Carolina,2009,1386,1237192,191.0,13.78066378066378
25-34,North Carolina,2010,1381,1246593,172.0,12.454742939898624
25-34,North Carolina,2011,1411,1262635,195.0,13.819985825655564
25-34,North Carolina,2012,1398,1267434,172.0,12.303290414878399
25-34,North Carolina,2013,1428,1274545,182.0,12.745098039215685
25-34,North Carolina,2014,1523,1292250,243.0,15.955351280367697
25-34,North Carolina,2015,1584,1308587,288.0,18.181818181818183
25-34,North Carolina,2016,1867,1335454,451.0,24.15640064274237
25-34,North Carolina,2017,2073,1370247,589.0,28.41292812349252
25-34,North Carolina,2018,2049,1393148,541.0,26.403123474865787
25-34,North Dakota,2014,116,107968,11.0,9.482758620689655
25-34,North Dakota,2015,154,112922,10.0,6.493506493506493
25-34,North Dakota,2016,135,113553,13.0,9.62962962962963
25-34,North Dakota,2017,173,114253,10.0,5.780346820809249
25-34,North Dakota,2018,144,114800,12.0,8.333333333333332
25-34,Ohio,2009,1655,1410648,177.0,10.694864048338369
25-34,Ohio,2010,1622,1409959,264.0,16.276202219482123
25-34,Ohio,2011,1708,1425846,293.0,17.15456674473068
25-34,Ohio,2012,1775,1434514,350.0,19.718309859154928
25-34,Ohio,2013,1835,1452141,432.0,23.542234332425068
25-34,Ohio,2014,1998,1470692,560.0,28.02802802802803
25-34,Ohio,2015,2313,1486970,783.0,33.85214007782101
25-34,Ohio,2016,2701,1506910,1073.0,39.726027397260275
25-34,Ohio,2017,2998,1523761,1263.0,42.128085390260175
25-34,Ohio,2018,2613,1545280,951.0,36.39494833524684
25-34,Oklahoma,2009,701,498218,116.0,16.547788873038517
25-34,Oklahoma,2010,754,506755,109.0,14.456233421750664
25-34,Oklahoma,2011,760,515703,98.0,12.894736842105264
25-34,Oklahoma,2012,807,520896,107.0,13.258983890954152
25-34,Oklahoma,2013,754,527072,87.0,11.538461538461538
25-34,Oklahoma,2014,742,533110,92.0,12.398921832884097
25-34,Oklahoma,2015,834,540239,86.0,10.311750599520384
25-34,Oklahoma,2016,864,545460,88.0,10.185185185185185
25-34,Oklahoma,2017,851,545596,73.0,8.578143360752057
25-34,Oklahoma,2018,808,543218,80.0,9.900990099009901
25-34,Oregon,2009,449,520329,69.0,15.367483296213807
25-34,Oregon,2010,409,524144,71.0,17.359413202933986
25-34,Oregon,2011,463,530505,80.0,17.278617710583152
25-34,Oregon,2012,481,533081,73.0,15.176715176715177
25-34,Oregon,2013,468,535780,55.0,11.752136752136751
25-34,Oregon,2014,493,544037,78.0,15.821501014198782
25-34,Oregon,2015,510,556974,71.0,13.92156862745098
25-34,Oregon,2016,551,574842,66.0,11.978221415607985
25-34,Oregon,2017,552,587032,76.0,13.768115942028986
25-34,Oregon,2018,593,596485,81.0,13.659359190556492
25-34,Pennsylvania,2009,1730,1498783,169.0,9.768786127167632
25-34,Pennsylvania,2010,1653,1511119,164.0,9.921355111917725
25-34,Pennsylvania,2011,1949,1547015,222.0,11.390456644433042
25-34,Pennsylvania,2012,1941,1576531,261.0,13.446676970633694
25-34,Pennsylvania,2013,1914,1611833,290.0,15.151515151515152
25-34,Pennsylvania,2014,1973,1640158,306.0,15.509376583882412
25-34,Pennsylvania,2015,2349,1663067,438.0,18.64623243933589
25-34,Pennsylvania,2016,2830,1677711,752.0,26.57243816254417
25-34,Pennsylvania,2017,3076,1688589,819.0,26.625487646293887
25-34,Pennsylvania,2018,2823,1701106,873.0,30.924548352816156
25-34,Rhode Island,2009,99,126651,14.0,14.14141414141414
25-34,Rhode Island,2012,118,131184,29.0,24.576271186440678
25-34,Rhode Island,2013,122,135303,42.0,34.42622950819672
25-34,Rhode Island,2014,142,138771,55.0,38.732394366197184
25-34,Rhode Island,2015,173,141516,72.0,41.61849710982659
25-34,Rhode Island,2016,165,143107,77.0,46.666666666666664
25-34,Rhode Island,2017,170,145146,73.0,42.94117647058823
25-34,Rhode Island,2018,143,146231,61.0,42.65734265734265
25-34,South Carolina,2009,777,586880,45.0,5.7915057915057915
25-34,South Carolina,2010,799,592056,60.0,7.509386733416772
25-34,South Carolina,2011,822,601481,56.0,6.81265206812652
25-34,South Carolina,2012,803,607408,54.0,6.724782067247821
25-34,South Carolina,2013,775,614216,49.0,6.322580645161291
25-34,South Carolina,2014,853,628071,81.0,9.495896834701055
25-34,South Carolina,2015,1023,641465,131.0,12.805474095796676
25-34,South Carolina,2016,1036,655031,139.0,13.416988416988417
25-34,South Carolina,2017,1114,665507,193.0,17.32495511669659
25-34,South Carolina,2018,1159,673890,206.0,17.773943054357204
25-34,South Dakota,2012,125,110272,10.0,8.0
25-34,South Dakota,2014,126,111934,12.0,9.523809523809524
25-34,South Dakota,2016,145,112266,14.0,9.655172413793103
25-34,South Dakota,2017,159,113605,10.0,6.289308176100629
25-34,Tennessee,2009,1154,821861,113.0,9.792027729636049
25-34,Tennessee,2010,1197,823997,141.0,11.779448621553884
25-34,Tennessee,2011,1181,835370,141.0,11.939034716342082
25-34,Tennessee,2012,1152,844066,158.0,13.715277777777779
25-34,Tennessee,2013,1132,846372,149.0,13.162544169611307
25-34,Tennessee,2014,1213,858325,196.0,16.15828524319868
25-34,Tennessee,2015,1295,872233,205.0,15.83011583011583
25-34,Tennessee,2016,1456,892054,288.0,19.78021978021978
25-34,Tennessee,2017,1536,915996,303.0,19.7265625
25-34,Tennessee,2018,1661,931067,352.0,21.192052980132452
25-34,Texas,2009,3749,3566069,261.0,6.9618564950653505
25-34,Texas,2010,3583,3613473,236.0,6.586659224113871
25-34,Texas,2011,3667,3694865,274.0,7.4720479956367605
25-34,Texas,2012,3765,3764291,268.0,7.1181938911022575
25-34,Texas,2013,3889,3831647,248.0,6.376960658266907
25-34,Texas,2014,4049,3925657,285.0,7.0387750061743635
25-34,Texas,2015,4279,4012159,329.0,7.6887123159616735
25-34,Texas,2016,4405,4085728,330.0,7.491486946651532
25-34,Texas,2017,4608,4162040,387.0,8.3984375
25-34,Texas,2018,4500,4236328,358.0,7.955555555555556
25-34,Utah,2009,440,440646,105.0,23.863636363636363
25-34,Utah,2010,469,445687,95.0,20.255863539445627
25-34,Utah,2011,438,446606,94.0,21.461187214611872
25-34,Utah,2012,467,445048,107.0,22.91220556745182
25-34,Utah,2013,511,440736,120.0,23.483365949119374
25-34,Utah,2014,460,440622,118.0,25.65217391304348
25-34,Utah,2015,518,441518,113.0,21.814671814671815
25-34,Utah,2016,569,448845,120.0,21.0896309314587
25-34,Utah,2017,547,457423,117.0,21.389396709323584
25-34,Utah,2018,524,464908,100.0,19.083969465648856
25-34,Vermont,2011,65,70533,10.0,15.384615384615385
25-34,Vermont,2017,100,72980,37.0,37.0
25-34,Vermont,2018,125,74091,44.0,35.199999999999996
25-34,Virginia,2009,901,1072354,113.0,12.541620421753608
25-34,Virginia,2010,948,1090419,99.0,10.443037974683545
25-34,Virginia,2011,1000,1119591,136.0,13.600000000000001
25-34,Virginia,2012,986,1143271,132.0,13.387423935091277
25-34,Virginia,2013,1076,1160793,187.0,17.37918215613383
25-34,Virginia,2014,1070,1175262,200.0,18.69158878504673
25-34,Virginia,2015,1194,1183685,230.0,19.262981574539364
25-34,Virginia,2016,1344,1172060,341.0,25.372023809523807
25-34,Virginia,2017,1361,1185270,366.0,26.89199118295371
25-34,Virginia,2018,1348,1190306,342.0,25.370919881305635
25-34,Washington,2009,751,923298,129.0,17.177097203728362
25-34,Washington,2010,752,933781,106.0,14.095744680851062
25-34,Washington,2011,775,962195,132.0,17.032258064516128
25-34,Washington,2012,813,975860,125.0,15.375153751537516
25-34,Washington,2013,839,995914,127.0,15.137067938021453
25-34,Washington,2014,902,1021309,129.0,14.301552106430155
25-34,Washington,2015,972,1052907,158.0,16.255144032921812
25-34,Washington,2016,961,1081072,153.0,15.920915712799166
25-34,Washington,2017,1073,1117379,190.0,17.707362534948743
25-34,Washington,2018,1094,1153357,182.0,16.63619744058501
25-34,West Virginia,2009,393,221136,51.0,12.977099236641221
25-34,West Virginia,2010,369,220698,110.0,29.81029810298103
25-34,West Virginia,2011,429,220823,138.0,32.16783216783217
25-34,West Virginia,2012,443,220220,110.0,24.830699774266364
25-34,West Virginia,2013,425,219405,131.0,30.823529411764707
25-34,West Virginia,2014,388,218869,128.0,32.98969072164948
25-34,West Virginia,2015,417,218551,125.0,29.97601918465228
25-34,West Virginia,2016,481,219000,181.0,37.62993762993763
25-34,West Virginia,2017,539,216070,212.0,39.332096474953616
25-34,West Virginia,2018,510,215362,193.0,37.84313725490196
25-34,Wisconsin,2009,585,713719,81.0,13.846153846153847
25-34,Wisconsin,2010,634,721694,93.0,14.66876971608833
25-34,Wisconsin,2011,681,731368,127.0,18.64904552129222
25-34,Wisconsin,2012,701,734473,131.0,18.687589158345222
25-34,Wisconsin,2013,749,732214,149.0,19.893190921228303
25-34,Wisconsin,2014,745,730422,161.0,21.610738255033556
25-34,Wisconsin,2015,836,726755,172.0,20.574162679425836
25-34,Wisconsin,2016,908,727719,237.0,26.10132158590308
25-34,Wisconsin,2017,976,731360,281.0,28.790983606557376
25-34,Wisconsin,2018,973,737377,268.0,27.543679342240495
25-34,Wyoming,2010,105,77649,11.0,10.476190476190476
25-34,Wyoming,2014,128,82625,14.0,10.9375
25-34,Wyoming,2015,137,82842,11.0,8.02919708029197
25-34,Wyoming,2018,99,77778,10.0,10.1010101010101
35-44,Alabama,2009,1746,626649,53.0,3.0355097365406642
35-44,Alabama,2010,1625,619501,43.0,2.646153846153846
35-44,Alabama,2011,1579,608252,37.0,2.3432552248258394
35-44,Alabama,2012,1691,606667,44.0,2.6020106445890008
35-44,Alabama,2013,1621,607139,32.0,1.974090067859346
35-44,Alabama,2014,1733,605590,56.0,3.2313906520484705
35-44,Alabama,2015,1680,602496,74.0,4.404761904761905
35-44,Alabama,2016,1830,595713,98.0,5.355191256830602
35-44,Alabama,2017,1766,591795,101.0,5.719139297848245
35-44,Alabama,2018,1820,592302,115.0,6.318681318681318
35-44,Alaska,2009,199,92685,18.0,9.045226130653267
35-44,Alaska,2010,196,92974,17.0,8.673469387755102
35-44,Alaska,2012,182,91993,14.0,7.6923076923076925
35-44,Alaska,2014,186,89980,23.0,12.365591397849462
35-44,Alaska,2015,194,90156,13.0,6.701030927835052
35-44,Alaska,2016,222,92145,22.0,9.90990990990991
35-44,Alaska,2018,206,94650,12.0,5.825242718446602
35-44,Arizona,2009,1582,825788,112.0,7.079646017699115
35-44,Arizona,2010,1427,822494,116.0,8.128941836019623
35-44,Arizona,2011,1502,821696,106.0,7.057256990679095
35-44,Arizona,2012,1491,826174,107.0,7.176391683433938
35-44,Arizona,2013,1605,829775,102.0,6.355140186915888
35-44,Arizona,2014,1594,836593,106.0,6.649937264742785
35-44,Arizona,2015,1638,841613,148.0,9.035409035409035
35-44,Arizona,2016,1608,845220,147.0,9.14179104477612
35-44,Arizona,2017,1772,858680,185.0,10.440180586907449
35-44,Arizona,2018,1720,880431,232.0,13.488372093023257
35-44,Arkansas,2009,995,369150,45.0,4.522613065326634
35-44,Arkansas,2010,904,366208,47.0,5.199115044247788
35-44,Arkansas,2011,888,363873,46.0,5.18018018018018
35-44,Arkansas,2012,910,363648,40.0,4.395604395604396
35-44,Arkansas,2013,918,364666,31.0,3.376906318082789
35-44,Arkansas,2014,981,364642,50.0,5.09683995922528
35-44,Arkansas,2015,999,365774,59.0,5.905905905905906
35-44,Arkansas,2016,1026,364726,43.0,4.1910331384015596
35-44,Arkansas,2017,1012,366276,38.0,3.7549407114624502
35-44,Arkansas,2018,983,368518,55.0,5.595116988809766
35-44,California,2009,7437,5214338,403.0,5.418851687508404
35-44,California,2010,6751,5182710,349.0,5.169604503036587
35-44,California,2011,6774,5163971,348.0,5.137289636846766
35-44,California,2012,6630,5161434,290.0,4.374057315233785
35-44,California,2013,6750,5149410,332.0,4.9185185185185185
35-44,California,2014,6709,5175338,320.0,4.769712326725294
35-44,California,2015,6982,5187676,342.0,4.8983099398453165
35-44,California,2016,7032,5159932,331.0,4.707053469852104
35-44,California,2017,7151,5223062,380.0,5.3139421059991605
35-44,California,2018,7413,5255671,432.0,5.827600161877782
35-44,Colorado,2009,1151,700394,82.0,7.124239791485665
35-44,Colorado,2010,1028,699644,65.0,6.3229571984435795
35-44,Colorado,2011,1087,701115,95.0,8.73965041398344
35-44,Colorado,2012,1092,707346,89.0,8.15018315018315
35-44,Colorado,2013,1042,714791,84.0,8.061420345489443
35-44,Colorado,2014,1176,722553,115.0,9.77891156462585
35-44,Colorado,2015,1103,733546,98.0,8.884859474161379
35-44,Colorado,2016,1253,742076,123.0,9.816440542697526
35-44,Colorado,2017,1222,759774,130.0,10.638297872340425
35-44,Colorado,2018,1330,780079,112.0,8.421052631578947
35-44,Connecticut,2009,697,496521,57.0,8.17790530846485
35-44,Connecticut,2010,689,484438,63.0,9.143686502177069
35-44,Connecticut,2011,618,468809,47.0,7.605177993527508
35-44,Connecticut,2012,622,458449,49.0,7.877813504823152
35-44,Connecticut,2013,608,447598,92.0,15.131578947368421
35-44,Connecticut,2014,614,439446,136.0,22.149837133550488
35-44,Connecticut,2015,624,431323,146.0,23.397435897435898
35-44,Connecticut,2016,674,423005,195.0,28.931750741839764
35-44,Connecticut,2017,736,422731,230.0,31.25
35-44,Connecticut,2018,757,423336,244.0,32.23249669749009
35-44,Delaware,2009,230,117947,22.0,9.565217391304348
35-44,Delaware,2011,220,113498,18.0,8.181818181818182
35-44,Delaware,2012,219,111481,16.0,7.30593607305936
35-44,Delaware,2015,230,110596,29.0,12.608695652173912
35-44,Delaware,2016,227,109425,30.0,13.215859030837004
35-44,Delaware,2017,250,110316,63.0,25.2
35-44,Delaware,2018,291,111468,103.0,35.39518900343643
35-44,District of Columbia,2010,174,80659,10.0,5.747126436781609
